id,word,definition,ratio,partial_ratio,token_sort_ratio,token_set_ratio,WRatio
50868,şükran,"i̇yilik bilme, gönül borcu, minnettarlık",13,17,10,10,18
33076,perestiş,tapınma,13,14,13,13,13
33242,pili,"kumaş, kâğıt vb.nde bir bölümün öbürünün üzerine getirilmesiyle oluşturulan kıvrım, kırma",6,25,7,7,15
34195,raşe,"titreyiş, ürkme",32,50,24,24,45
11462,eczane,i̇laçların hazırlandığı veya hazır ilaçların satıldığı yer,16,33,13,13,20
50144,şahıs,kişi,22,0,22,22,22
7689,cesaretsiz,çekingen,22,25,24,24,24
1223,alyans,nişan yüzüğü,22,33,27,27,30
28313,mekik,"el veya otomatik dokuma tezgâhlarında atkı veya argaç denilen ve enine olan iplikleri, uzunlamasına olan arışların arasından geçirmeye yarayan masuralı araç",6,60,6,7,36
24537,koğuş,"kışla, okul, tutukevi, hastane vb. kalabalık yerlerde, içinde birçok kimsenin yattığı veya barındığı büyük oda",5,40,6,6,24
16474,hakkıyla,"gereği gibi, iyice",8,12,8,8,11
75,abla,bir kimsenin kendisinden büyük olan kız kardeşi,12,50,12,12,30
35183,samba,bir çeşit brezilya dansı,14,20,14,14,18
42008,türeme,"aynı kökten çıkma, iştikak",19,33,21,21,36
11916,elmalık,elma bahçesi,42,57,44,44,51
1185,altüst,çok karışık ve dağınık,7,17,8,8,18
19754,iyice,i̇yiye yakın,47,60,47,47,54
33625,potluk,yanlış,17,17,17,17,17
29319,morluk,mor olma durumu,48,67,38,38,60
29960,müeyyide,yaptırım,12,12,13,13,13
22024,katarakt,"göz merceğinin saydamlığını yitirerek ağarmasından ileri gelen ve görmeyi engelleyen rahatsızlık, perde, akbasma, aksu",10,50,12,12,30
49108,ören,kalıntı,18,25,20,20,30
21778,kartografi,haritacılık,38,40,38,38,38
43976,yanardöner,çabuk fikir ve yön değiştiren (kimse),26,40,19,19,40
31290,nüfuz,i̇çine geçme,12,20,14,14,22
48074,çizer,karikatürcü,25,20,31,31,31
10254,dondurmaz,"i̇çine katıldığı sıvının belli bir dereceye kadar donmasını önleyen kimyasal bir madde, antifriz",13,56,14,14,34
11957,embesil,"budala, aptal, ahmak",15,14,24,24,25
45453,yokuş,"aşağıdan yukarıya gittikçe yükselen eğimli yer, iniş karşıtı",9,40,10,10,24
43288,verese,mirasçılar,25,33,27,27,30
12833,ezdirmek,ezme işini yaptırmak,43,50,43,43,45
9669,dinen,din bakımından,42,60,32,32,54
46728,züppe,"giyinişte, söz söyleyişte, dilde, düşünüşte toplumun gülünç ve aykırı saydığı yapmacıklıklara ve aşırılıklara kaçan",8,20,6,6,15
29603,mukaddes,kutsal,29,33,29,29,29
45275,yetiştirim,bir hayvana herhangi bir amaçla birtakım alışkanlıklar ve beceriler kazandırma işi,15,30,15,16,23
18364,ihbarlı,"önceden bildirilmiş, haber verilmiş",24,43,25,25,39
41052,tiplemek,"belirli bir tipin bütün çapraşık özelliklerini, bunu en iyi, en rahat, en inandırıcı biçimde temsil edebilecek kişiyle canlandırmak",12,38,11,11,35
48276,çukur,çene ve yanaktaki gamze,14,20,8,8,22
39584,tasa,"tatmin edici olmayan veya tedirgin eden durumların ortaya çıkmasını önleyebilmede, güvensizlik içinde bulunulduğunda duyulan tedirgin edici duygu",5,50,4,5,43
23476,kiralamak,birini belli bir ücretle belirli bir süre çalıştırmak,23,44,17,18,40
5522,beynamaz,namaz kılmayan (kimse),33,25,50,50,53
35065,salise,saniyenin altmışta biri olan zaman birimi,17,67,21,21,60
1454,amiyane,sıradan,43,46,43,43,43
11596,ehlivukuf,bilirkişi,33,33,33,33,33
14389,gazlamak,motorlu taşıtlarda aracın hızlanmasını sağlamak için gaz pedalına kuvvetle basmak,18,50,18,18,35
5555,bezeyiş,bezeme işi,71,57,71,71,71
21872,karşılamak,"önlemek, durdurmak",36,42,31,31,38
1492,anacık,annelere sevgiyle yaklaşıldığını belirten bir söz,15,33,15,15,30
2839,avukatlık,"gereksiz, boş savunma",27,44,28,28,40
46051,yüzücü,yüzme sporu yapan kimse,21,50,16,16,60
28840,mezosfer,orta yuvar,22,12,22,22,22
50469,şeker,"sevimli, cana yakın ve güzel",18,20,13,13,19
883,alakasızca,i̇lgisizce,40,42,40,40,40
11010,döşeyici,tesisatçı,24,25,27,27,27
6231,boktan,"temelsiz, derme çatma, yararsız",11,33,12,12,30
27115,lityum,"atom numarası 3, atom ağırlığı 6,94, yoğunluğu 0,55 olan, 180 °c'de eriyen, gümüş parlaklığında, bilinen en hafif element (simgesi li)",6,33,9,10,38
35107,sallayış,sallama işi,63,62,53,53,63
17353,hecelemek,bir kelimeyi ilk bakışta okuyamayıp heceleri teker teker okumak,22,67,25,27,60
36631,sezonluk,mevsimlik,35,38,35,35,35
28064,mayasıl,basur,33,40,33,33,33
11619,ekici,"herhangi bir tarım ürününü üreten, tarımla uğraşan çiftçi",10,40,11,11,24
40347,telmih,"anlatılmak istenen şeyi söz arasında imalı olarak belli etme, açıkça söylememe",10,50,13,13,30
40890,tevessül,"başlama, girişme",8,12,9,9,13
6342,boyacı,boya satılan dükkân,40,67,43,43,60
16365,hadim,hizmet eden,38,60,38,38,54
24449,koyar,i̇ki akarsuyun birleştiği yer,18,40,18,18,51
40074,tefeci,"el altından yüksek faizle ödünç para veren kimse, faizci, murabahacı",16,50,15,15,30
25929,küçükbaş,kasaplık hayvanlardan koyun ve keçiye verilen ortak ad,13,25,10,10,24
30191,mürettip,dizgici,13,14,14,14,14
31127,niza,"çekişme, bozuşma, kavga",22,25,17,17,23
20496,kadıncıl,zampara,13,14,13,13,13
18226,icmal,gösterge,0,0,0,0,0
46660,zona,"deride, sinirler boyunca, özellikle gövde, bacak ve yüzde birtakım ağrılı fiskelerle beliren, mikroplu bir hastalık",5,50,5,5,30
36950,siper,"askerlerin savaşta vurulmamaları ve rahat ateş edebilmeleri için kazılmış, üstü açık hendek",8,60,9,9,36
26460,kıvrılmak,yuvarlak bir biçim almak,36,56,38,38,53
33084,perhizsiz,perhiz yapmayan (kimse),44,67,40,40,60
42756,uzantı,"ana konumdaki bir bütünün, özün veya durumun, kendisinden ayrı görülen ancak aynı yapısal özellikleri içeren parçası",8,33,7,7,20
40114,tehditsiz,"tehdidi bulunmayan, tehditten uzak",37,67,38,38,60
13335,faşist,"faşizm yanlısı olan kimse, görüş vb",24,67,26,26,60
40062,teehhül,evlenme,29,31,31,31,31
11059,dümtek,klasik türk müziğinde tempo,24,50,27,27,54
13207,faraş,toplanan süprüntüleri alıp atmak için kullanılan teneke veya plastikten yapılmış kısa saplı bir kürek türü,7,40,8,8,24
48923,ölçer,ateşi karıştıracak demir kol,12,40,13,13,20
5240,benci,"kendini beğenen, kendini her konuda üstün gören, hodpesent, megaloman",11,60,12,13,36
41440,toycu,"toy veren kimse, düğüncü",28,60,24,24,54
4478,basık,kısık,60,60,60,60,60
7581,celpname,çağrı belgesi,29,40,30,30,36
34922,sakim,"bozuk, yanlış, eksik",24,40,17,17,36
3578,ağırlamak,"konuğa saygı göstererek onun her türlü rahatını, gereksinimini sağlamak, ikram etmek, izaz etmek",15,44,16,17,44
46558,zeytinsiz,üzerinde veya içinde zeytin olmayan,27,67,29,29,60
34662,rüşt,erginlik,17,25,18,18,30
32311,pabuçsuz,ayağında pabucu olmayan,32,62,33,33,66
6110,biyokimya,hücreden en gelişmiş organa kadar canlı dokuları inceleyen ve bunları oluşturan maddeleri araştıran bilim dalı,10,44,14,14,26
27293,madem,"`değil mi ki, -diği için, -diğine göre` anlamlarında sebep göstermek için, başına getirildiği cümleyi daha sonraki cümleye bağlayan bir söz, mademki",7,60,7,7,36
10906,döpiyes,etek ceketten oluşan iki parçalı kadın giysisi,15,43,12,12,45
26775,lambada,bu dansın müziği,26,29,27,27,27
32335,pahalılık,"fiyatların genel olarak yükselmesi, fiyat artışı",18,44,22,22,40
33522,polo,"at üzerinde sopayla oynanan bir tür top oyunu, çevgen",11,50,11,11,30
36938,sinyor,i̇talya'da `bay` anlamında kullanılan bir unvan,11,33,12,12,30
50512,şekvacı,şikâyetçi,25,29,29,29,29
8600,debelenmek,"çırpınmak, tepinmek, kımıldanmak",29,50,31,31,45
34338,repo,bankalar arası işlemlerde bir gecelik faiz uygulaması,7,25,7,7,15
1191,altık,"konusu ile yüklemi aynı olan, biri tümel olumlu, biri tikel olumlu; biri tümel olumsuz, biri tikel olumsuz iki önerme arasındaki bağlantı durumu: `kimi insanlar fânidir` önermesi `bütün insanlar fânidir` önermesinin altığı olur",4,40,5,6,46
45521,yont,başıboş hayvan,22,50,22,22,45
21719,karine,"karışık bir iş veya sorunun anlaşılmasına, çözümlenmesine yarayan durum, ipucu",14,50,15,15,30
28348,meles,beli çökük at,22,40,27,27,36
29510,muharrer,"yazılmış, yazılı, yazıya geçirilmiş",19,38,10,10,34
40382,temdit,"uzatma, sürdürme",27,33,21,21,30
45151,yensiz,yenleri olmayan,38,50,38,38,45
27953,maslak,boruları aşırı basınçtan korumak amacıyla su yolu üzerinde yapılan içi su dolu hazne,11,50,14,14,30
13715,fitillemek,"fişek, dinamit vb. patlayıcı maddelerin fitilini ateşlemek",29,60,24,24,54
21126,kangal,bu biçimde bükülmüş şeylerin her bir halkası,16,33,17,17,30
17516,heybe,omza geçirilebilen tek gözlü bir çanta türü,12,60,14,14,54
17340,haşmetli,hükümdarlara verilen unvan,24,38,25,25,34
19499,istenilmek,i̇steme işi yapılmak,53,60,47,47,54
28862,meşale,"ucunda alev çıkarabilen yanıcı bir madde bulunan, aydınlatmaya yarayan değnek",12,50,12,12,30
43393,vezinli,ölçülü,15,17,22,22,45
22716,kaşık,sulu veya bazı ufak taneli yiyecekleri ağza götürmeye yarayan saplı sofra aracı,7,40,7,7,24
30471,müştereken,ortaklaşa,21,22,22,22,22
34639,rövanş,sporda veya oyunda yenilmiş olanın aynı rakiple oynadığı ikinci oyun,14,33,14,14,24
154,acilen,çabucak,31,33,33,33,33
33542,popo,kıç,0,0,0,0,0
37877,sönüm,"bir borcun her yıl ödenen taksitlerle belli bir zaman sonunda ödenmiş olması, itfa",9,40,7,8,40
49711,üslup,"sanatçının görüş, duyuş, anlayış ve anlatıştaki özelliği veya bir türün, bir çağın kendine özgü anlatış biçimi, biçem, tarz, stil",4,40,3,4,30
32412,panayır,"belli zamanlarda ve genellikle küçük yerleşim birimlerinde kurulan, sergi niteliğini de taşıyan büyük pazar",11,57,9,9,34
43434,vidolu,vido ile oynanan,45,67,36,36,68
10112,dolaysız,"doğrudan doğruya olan, vasıtasız, bilavasıta",27,50,28,28,45
8944,denizli,türkiye'nin ege bölgesi'nde yer alan illerinden biri,20,57,18,18,51
27425,mahsulat,ürünler,13,14,15,15,18
4295,barka,büyük sandal,35,40,40,40,40
11725,eksilmek,"bulunmamak, var olmamak, rastlanmamak",22,38,23,23,34
21721,kariyer,"bir meslekte zaman ve çalışmayla elde edilen aşama, başarı ve uzmanlık",13,43,11,11,26
4124,balta,"ağacı kesme, yarma, yontma vb. işlerde kullanılan ağaç saplı, demir araç",10,40,11,11,24
5403,besili,"semiz, semirtilmiş",42,50,35,35,45
40899,tevki,padişah fermanlarına çekilen tuğra,15,60,16,16,54
5459,betonarme,"yapıda gücü, esnekliği artırmak için metal ve çimentodan yararlanma yöntemi, demirli beton",16,56,20,20,38
31718,ondüle,"dalgalı, kıvrımlı, kıvrılmış",12,17,13,13,18
49836,üçerli,her biri üç birimden oluşan,24,50,21,21,45
5367,beri,"konuşanın önündeki iki uzaklıktan kendisine daha yakın olanı, öte karşıtı",5,50,5,5,30
11018,düdük,i̇çinden hava veya buhar geçirildiğinde keskin ses çıkaran ve işaret vermek için kullanılan araç,6,40,6,6,20
36744,silahendaz,"gereğinde karaya çıkarılan, özellikle tüfeklerle donatılmış deniz eri",18,40,19,19,36
15903,göğem,yeşile çalan mor renk,15,20,8,8,22
5899,biracı,bira yapıp satan kimse,36,67,36,36,60
383,ahbapça,"dostça, içten, teklifsizce",12,29,7,7,15
42620,uygulayış,uygulama işi,67,67,57,57,67
17371,hegemonya,bir devletin başka bir devlet üzerindeki siyasal üstünlüğü ve baskısı,13,33,14,14,38
1899,apriori,önsel,0,0,0,0,0
16223,güzellik,"estetik bir zevk, coşku, hoşlanma duygusu uyandıran nitelik, hüsün",16,50,18,18,34
43212,vaşak,"kedigillerden, kulakları sivri, dişleri ve tırnakları keskin, kürkünden yararlanılan, yırtıcı bir hayvan (lynx lynx)",7,40,7,7,34
48150,çiğnemlik,"ağızda çiğnenecek miktarda olan, çiğnem",33,67,32,32,64
28093,mayın,"toprak altına, üstüne veya suyun içine yerleştirilen, doğrudan doğruya çarpma veya basınç etkisiyle patlayarak zarara yol açan patlayıcı madde",7,60,7,7,36
8136,dalan,lobi,22,29,22,22,22
3130,ayva,"gülgillerden, çiçekleri iri, beyaz veya pembe, yapraklarının altı tüylü, orta yükseklikte bir ağaç (cydonia vulgaris)",7,50,7,7,30
44795,yağabilmek,yağma ihtimali veya imkânı bulunmak,36,50,23,23,45
30759,natürel,doğal,33,20,36,36,36
28591,mesel,eğitici hikâye veya masal,20,60,21,21,54
36606,sezaryen,karın ve döl yatağının kesilerek bebeğin alınmasına dayanan doğum yöntemi,12,50,15,15,30
30965,nevale,azık,20,29,20,20,26
2070,argaç,atkı,22,25,25,25,25
34820,safsata,"boş, temelsiz, asılsız söz",18,43,20,20,39
49590,ümitsizce,umutsuzca,56,56,59,59,59
28178,maşer,"i̇nsan topluluğu, toplum",7,20,7,7,18
27676,mandolin,"i̇kişer ikişer aynı değerde dört çift teli olan, kısa saplı bir çalgı",16,38,16,16,28
29196,mobilya,"oturulan, yemek yenilen, çalışılan, yatılan yerlerin döşenmesine yarayan taşınabilir eşyaya verilen genel ad, möble",10,43,12,12,32
45513,yolüstü,yolun hemen kenarı,24,43,26,26,54
37361,sosluk,sos konulmak için kullanılan kap,32,67,16,16,60
15437,göce,"tarhana, bulgur yapmak için kullanılan kabuğu soyulmuş ve kırılmış buğday",5,25,5,5,20
20640,kakmak,"i̇tmek, vurmak",40,50,42,42,45
19596,istinat,"güvenme, kuvvet alma",15,29,16,16,28
44939,yedi,altıdan bir artık,19,25,19,19,22
28659,meteorit,gök taşı,12,12,13,13,13
20204,jarse,bu kumaştan yapılan veya esnek örülmüş (giyecek),11,40,12,12,24
49729,üstelik,"ayrıca, bir de, bundan başka",11,14,6,6,15
39624,tasdi,"can sıkma, baş ağrıtma, tedirgin etme",19,60,25,25,54
7849,cinnet,delilik,15,18,15,15,15
50455,şehnaz,klasik türk müziğinde bir makam adı,10,17,10,10,28
12379,erzak,uzun süre saklanabilen yiyeceklerin genel adı,12,60,16,16,36
44172,yaptırım,"kanun, ahlak gibi kurumların buyruklarının yerine getirilmesini sağlama, müeyyide",11,50,14,14,30
31803,orakçı,ücret karşılığı ekin biçen kimse,21,33,17,17,18
12740,evliyalık,ermişlik,47,38,47,47,47
37492,sportif,sporla ilgili,50,57,40,40,53
36183,sempatizan,duygudaş,11,12,11,11,11
19069,ineklemek,"çok çalışmak, ezberleyerek öğrenmek",27,44,30,30,50
46251,yığınak,bir hücreli bitkilerin bir araya gelerek oluşturdukları küme,9,29,9,10,17
43597,vurmalı,vurularak çalınan (çalgı),38,57,29,29,51
24878,kumlu,çok ufak ve sık benekli,21,40,22,22,36
33148,perçinsiz,perçin yapılmamış olan,39,67,34,34,56
15344,granül,sitoplazmada bulunan küçük tanecikler,19,50,15,15,34
38237,sürüş,sürme işi,57,60,36,36,60
7820,ciltsiz,ciltlenmemiş olan,42,57,42,42,51
17070,havari,hz. i̇sa'nın öğüt ve inançlarını yayma işiyle görevlendirdiği on iki yardımcısından her biri,12,33,11,11,28
44831,yağlıkçı,"gelinlik, tel, duvak vb.ni kiraya veren kimse",11,25,12,12,26
9139,derya,deniz,40,40,40,40,40
13306,fayrap,"bir istim kazanının, istim oluşturacak biçimdeki yanar durumu",9,33,9,10,20
20079,işlemeci,"elle oyma, nakış vb. yapan kimse",20,38,21,21,34
48009,çipura,"karagöz balığına benzer, eti beyaz bir akdeniz balığı, çupra, çupra balığı (aurata aurata)",10,67,11,12,36
4847,başarmak,"bir işi istenilen bir biçimde bitirmek, muvaffak olmak",19,50,20,21,45
43740,yakarış,"tanrı'dan bir şey dilemek amacıyla söylenen söz, dua, münacat",12,43,22,22,32
37507,stafilokok,mikroskopta üzüm salkımlarına benzer kümeler durumunda görülen mikroplar,15,40,18,18,36
28495,merasim,"resmî işlerde yol yöntem, yol yordam",23,43,25,28,49
32556,parazit,"herhangi bir işte, olayda sorun çıkaran kimse",15,43,16,16,39
31887,orman,bu ağaçların bütünü,17,40,20,20,36
5073,begüm,hint prenseslerine verilen unvan,5,20,6,6,22
29932,müdevvenat,bir araya toplanmış eserler,16,30,17,17,30
46523,zevk,"hoşa giden veya çekici bir şeyin elde edilmesinden, düşünülmesinden doğan hoş duygu, haz",7,50,5,5,30
9464,diftong,i̇kiz ünlü,24,29,27,27,27
41934,tükenmek,"güçsüzleşmek, bitkinleşmek, yılgınlaşmak",25,50,29,29,51
19844,izletilmek,i̇zlenmesi sağlanmak,53,60,40,40,54
13076,eşraf,"bir yerin zenginleri, sözü geçenler, ileri gelenler",7,40,8,8,24
29459,muganni,şarkıcı,14,14,14,14,14
7436,canhıraş,"yürek paralayan, iç tırmalayan",26,38,29,29,53
29389,muallel,"sakat, eksik",21,29,11,11,26
14254,gani,"zengin, varlıklı",20,50,32,32,45
24644,kriket,"on birer kişilik iki takım arasında, küçük ve ağır bir topu, ucu kıvrılmış sopalarla vurarak karşı kaleye sokmak amacıyla oynanan bir oyun",7,33,7,7,28
1468,amortisman,yıpranma payı,26,30,35,35,33
36990,sismoloji,deprem bilimi,27,33,27,27,27
44976,yeknesak,tekdüze,40,43,43,43,43
12768,evvel,"i̇lk, önceki, geçmiş",16,20,19,19,18
39257,tamir,"onarma, onarım",32,40,33,33,36
7994,cümleten,hep birden,33,25,24,24,35
47025,çalımlamak,bir fırsattan yararlanarak bir başkasının hakkı olan bir şeyi ele geçirmek,17,50,20,22,32
22984,kepenek,"çobanların omuzlarına aldıkları dikişsiz, kolsuz, keçeden üstlük, aba (ii)",12,57,14,14,34
40664,terekküp,"birkaç şeyin bileşmesinden oluşma, bileşme",8,25,13,13,26
12370,ersiz,kocasız,33,40,33,33,33
26651,kızılkurt,at ve eşeklerin kalın bağırsaklarında yerleşip kanlarını emen kırmızı bir kurt,18,44,18,18,38
41649,turpgiller,"i̇ki çeneklilerden, turp, hardal, lahana, karnabahar, kaşık otu vb. bitkileri içine alan geniş bir familya",16,50,13,13,30
12247,ergin,"olmuş, yetişmiş, kemale ermiş",18,60,19,19,54
22392,kaynayış,kaynama işi,63,62,53,53,63
7605,cemre,"şubat ayında birer hafta arayla havada, suda ve toprakta oluştuğu sanılan sıcaklık yükselişi",6,40,6,6,24
24439,kovulmak,kovma işine konu olmak veya kovma işi yapılmak,30,62,26,29,64
20062,işkine,taş balığı,12,17,12,12,15
34610,röfle,"saçın yansıması, gölge",22,60,17,17,45
202,adaksız,nişanlı olmayan,18,29,18,18,26
12051,enaniyet,bencillik,35,38,35,35,35
21790,kartpostal,"genellikle dikdörtgen biçiminde ince kartondan yapılmış, bir yüzü resimli, zarflı veya zarfsız gönderilen posta kartı, kart",14,60,16,16,40
33982,rabbani,"allah ile ilgili, allah'a bağlı, ilahi, allah'tan gelen",13,43,17,21,39
30244,müskirat,"sarhoş eden şeyler, alkollü içkiler",19,38,21,21,39
43628,vüsat,genişlik,0,0,0,0,0
46959,çalgısal,sözsüz,14,17,18,18,22
19109,inik,"i̇nmiş, indirilmiş",27,50,29,29,64
44219,yapıntı,"gerçekle çeliştiğini, gerçekliğe uymadığını bile bile tasarlanan şey, hayal gücüyle yaratılmış olan şey, tasni",10,57,11,12,34
12035,emtia,mal,50,40,50,50,50
3527,ağmak,yük vb. şeyler bir yana eğilmek,22,40,24,24,36
41240,toparlacık,çok yuvarlak,55,56,57,57,57
6206,bocalayış,bocalama işi,67,67,67,67,67
9776,dirençsiz,direnci olmayan,50,67,52,52,68
21465,karabaş,"evlenmemiş, evlenmek istemeyen erkek",9,15,10,10,14
31041,nihavent,klasik türk müziğinde bir makam,15,25,22,22,32
4865,başatlık,baskınlık,59,50,59,59,59
29452,mufassal,ayrıntılı,24,25,24,24,24
50903,şınav,"yüzüstü yere uzanılıp eller omuz açıklığında yere dayalı bir biçimde, ayak parmakları üzerinde, bel ve dizler bükülmeden dirseklerin yukarı aşağı doğru indirilip kaldırılmasıyla yapılan bir beden hareketi",4,40,5,5,24
43875,yalnız,toplumsal ilişkilerden yoksun veya yoksun bırakılan kişi,13,33,10,11,20
28048,mavzer,atış hızı dakikada ortalama altı mermi olan ve orduda kullanılan bir tüfek tipi,12,33,10,10,28
44045,yansı,tepke,0,0,0,0,0
28867,meşe,"kayıngillerden, üç yüz kadar türü arasında, yaz kış yapraklarını dökmeyenleri de bulunan, kerestesi dayanıklı bir orman ağacı (quercus)",4,50,6,6,43
10056,dokuyucu,dokumacı,62,62,62,62,62
11815,elektron,"bütün atomlarda bulunan negatif yüke sahip temel parçacık, pozitron karşıtı",17,50,18,18,30
20061,işkillilik,kuruntuculuk,27,20,27,27,27
